postcode,address_house,address_street,state,country,property_valuation
2127,2126, Debra Point,NSW,Australia,9
3106,726, Erie Center,VIC,Australia,11
3442,98, Tomscot Center,VIC,Australia,7
2204,26223, Warrior Terrace,NSW,Australia,9
3140,85, Kim Way,VIC,Australia,9
3030,0338, Oakridge Crossing,VIC,Australia,4
2250,3, Hudson Circle,NSW,Australia,9
3053,8594, Warner Park,VIC,Australia,6
3181,6136, Farragut Plaza,VIC,Australia,6
2760,9, ,NSW,Australia,9
3195,1, Graceland Trail,VIC,Australia,9
3163,64, Northview Pass,VIC,Australia,9
2106,0, Hayes Hill,NSW,Australia,11
2216,3, Mariners Cove Terrace,NSW,Australia,10
2199,130, Thompson Plaza,NSW,Australia,9
2036,23812, Tony Lane,NSW,Australia,8
3071,3206, Debs Point,VIC,Australia,10
2234,60, Fulton Trail,NSW,Australia,10
2066,3, Lukken Road,NSW,Australia,12
2830,424, Almo Junction,NSW,Australia,4
3429,9610, Gateway Trail,VIC,Australia,5
2138,00, Cordelia Trail,NSW,Australia,9
2763,5, Shelley Pass,NSW,Australia,8
2250,24, Old Shore Crossing,NSW,Australia,7
4212,93, Lawn Road,QLD,Australia,7
4285,09, Texas Plaza,QLD,Australia,3
4556,99, Lawn Court,QLD,Australia,7
3023,4, Loftsgordon Avenue,VIC,Australia,8
2144,0, Lakewood Street,NSW,Australia,10
2155,2, Hagan Hill,NSW,Australia,10
2470,673, Comanche Parkway,NSW,Australia,2
2166,78, Algoma Circle,NSW,Australia,8
3179,9, Swallow Avenue,VIC,Australia,9
2216,90, Loftsgordon Plaza,NSW,Australia,10
2529,921, Reinke Road,NSW,Australia,7
2478,5913, Ramsey Road,NSW,Australia,10
2560,91, Jay Drive,NSW,Australia,7
3805,72, Dennis Road,VIC,Australia,7
2767,90, Darwin Crossing,NSW,Australia,8
2096,54, Nevada Plaza,NSW,Australia,12
3250,8003, Pepper Wood Way,VIC,Australia,2
4115,399, Butterfield Crossing,QLD,Australia,7
2065,26378, Esch Junction,NSW,Australia,10
4214,2942, Swallow Trail,QLD,Australia,9
2745,7, Anzinger Drive,NSW,Australia,10
3140,885, Larry Park,VIC,Australia,9
2567,95, Sutteridge Crossing,NSW,Australia,9
2228,13, Alpine Lane,NSW,Australia,9
4870,2, Scott Pass,QLD,Australia,1
3175,7, Debra Point,VIC,Australia,4
4116,27, Schlimgen Way,QLD,Australia,8
2166,238, New Castle Alley,NSW,Australia,9
3056,010, Stuart Way,VIC,Australia,6
2155,7609, Jackson Terrace,NSW,Australia,11
2164,520, Parkside Lane,NSW,Australia,9
4510,7046, Fairview Place,QLD,Australia,3
4304,7, Scoville Trail,QLD,Australia,2
2230,31435, Eagle Crest Drive,NSW,Australia,10
2541,4, Crescent Oaks Alley,NSW,Australia,5
4305,50, ,QLD,Australia,1
4207,7, Lerdahl Court,QLD,Australia,6
3183,677, Eagan Trail,VIC,Australia,7
3079,638, Browning Terrace,VIC,Australia,6
2125,731, Haas Trail,NSW,Australia,11
2168,2, Grim Court,NSW,Australia,8
2000,01654, Milwaukee Plaza,NSW,Australia,11
4510,42, Arizona Pass,QLD,Australia,5
2763,94611, Cascade Parkway,NSW,Australia,8
2010,1, Melrose Lane,NSW,Australia,9
4211,88537, Erie Court,QLD,Australia,7
4455,5649, Crest Line Place,QLD,Australia,2
2217,05, ,NSW,Australia,8
3147,4, Jenifer Hill,VIC,Australia,12
4511,5999, Waxwing Lane,QLD,Australia,1
2761,5444, Corry Pass,NSW,Australia,8
2077,85, Northland Circle,NSW,Australia,10
3677,80302, Stang Parkway,VIC,Australia,1
3338,529, Monterey Street,VIC,Australia,3
2546,6, Westend Center,NSW,Australia,6
2010,9357, Dennis Park,NSW,Australia,11
2260,75, Hansons Alley,NSW,Australia,9
2428,274, Ludington Trail,NSW,Australia,5
4275,6, Service Parkway,QLD,Australia,3
4870,99142, Eastwood Way,QLD,Australia,6
3802,0264, Birchwood Plaza,VIC,Australia,8
2031,40, Bowman Crossing,NSW,Australia,10
2022,6354, Briar Crest Road,NSW,Australia,12
3216,83, Sunfield Hill,VIC,Australia,7
2166,44, Northridge Plaza,NSW,Australia,8
2530,11, Farragut Junction,NSW,Australia,8
4350,6, Westport Road,QLD,Australia,2
4509,922, Mccormick Circle,QLD,Australia,6
3064,9317, Mendota Parkway,VIC,Australia,8
2234,8303, Mallard Center,NSW,Australia,11
3107,4, Gateway Court,VIC,Australia,10
3806,2178, Washington Hill,VIC,Australia,6
3072,0330, Vahlen Trail,VIC,Australia,7
3551,4351, Maywood Hill,VIC,Australia,4
2220,537, Amoth Center,NSW,Australia,9
2261,23384, Kings Drive,NSW,Australia,9
2323,6269, Oak Valley Avenue,NSW,Australia,5
3132,74910, Burning Wood Junction,VIC,Australia,10
2250,6278, Old Shore Parkway,NSW,Australia,9
3068,08180, Golf Park,VIC,Australia,8
2126,1944, Charing Cross Junction,NSW,Australia,10
2099,25578, Mayfield Drive,NSW,Australia,10
2798,9, Rieder Avenue,NSW,Australia,6
2176,45201, Atwood Place,NSW,Australia,9
3939,0680, Veith Court,VIC,Australia,8
3024,53, Dunning Lane,VIC,Australia,6
2761,837, Elmside Center,NSW,Australia,8
2773,57863, Pond Avenue,NSW,Australia,9
4305,41205, Straubel Place,QLD,Australia,4
3910,52, Steensland Place,VIC,Australia,8
4116,00183, Arapahoe Pass,QLD,Australia,7
2567,233, Toban Alley,NSW,Australia,8
2760,5, Lotheville Parkway,NSW,Australia,8
4504,7, Westridge Terrace,QLD,Australia,7
3020,98978, Nevada Circle,VIC,Australia,8
3021,9503, Aberg Drive,VIC,Australia,7
4508,4, Bayside Place,QLD,Australia,4
3042,06, Lighthouse Bay Pass,VIC,Australia,9
2151,67241, Heath Way,NSW,Australia,8
3141,65620, Michigan Way,VIC,Australia,10
2290,3075, Victoria Drive,NSW,Australia,7
2170,0, Stephen Lane,NSW,Australia,5
4301,148, Marcy Pass,QLD,Australia,4
4870,5406, Mockingbird Center,QLD,Australia,7
2101,07, Loeprich Junction,NSW,Australia,11
2135,6, Kings Avenue,NSW,Australia,12
2323,9, John Wall Parkway,NSW,Australia,6
4014,32304, Larry Road,QLD,Australia,7
4118,9, Dryden Crossing,QLD,Australia,3
4017,146, Dakota Pass,QLD,Australia,7
2770,11171, Rigney Court,NSW,Australia,6
4818,2, Vidon Center,QLD,Australia,3
4670,1742, Scott Center,QLD,Australia,2
2170,451, Luster Hill,NSW,Australia,9
4305,03287, Hallows Center,QLD,Australia,3
2112,7208, Old Gate Avenue,NSW,Australia,11
3162,944, Becker Road,VIC,Australia,11
2194,904, Doe Crossing Terrace,NSW,Australia,7
2620,7285, Waxwing Pass,NSW,Australia,5
3805,3538, Bunting Hill,VIC,Australia,7
3156,979, Victoria Junction,VIC,Australia,8
3805,073, Fremont Alley,VIC,Australia,7
4152,81183, Maple Wood Plaza,QLD,Australia,8
4118,6620, Elmside Drive,QLD,Australia,9
2196,4, Shopko Circle,NSW,Australia,5
2304,969, Sycamore Point,NSW,Australia,7
2763,96073, Erie Place,NSW,Australia,9
2195,6915, Nobel Crossing,NSW,Australia,6
2560,32, Elmside Point,NSW,Australia,6
2500,54294, Hovde Court,NSW,Australia,8
3048,98, Grover Street,VIC,Australia,5
3048,4753, Sheridan Center,VIC,Australia,6
3620,6958, Knutson Pass,VIC,Australia,1
4702,0, Stephen Park,QLD,Australia,2
4503,3126, Bayside Hill,QLD,Australia,4
3149,98202, Holmberg Way,VIC,Australia,10
2502,33794, Sommers Crossing,NSW,Australia,6
2566,21, ,NSW,Australia,8
2880,981, Kinsman Crossing,NSW,Australia,1
2096,1617, Harper Parkway,NSW,Australia,10
2250,73907, Fallview Point,NSW,Australia,7
3195,99, Linden Trail,VIC,Australia,8
2226,409, Bobwhite Road,NSW,Australia,10
3024,24712, Hazelcrest Lane,VIC,Australia,7
2040,3, Canary Center,NSW,Australia,10
4151,5310, Mosinee Crossing,QLD,Australia,9
2036,13, Basil Lane,NSW,Australia,9
3000,332, Summerview Park,VIC,Australia,8
3807,7435, Monument Road,VIC,Australia,9
2010,3, Cody Trail,NSW,Australia,7
2428,07084, Mallory Center,NSW,Australia,5
3199,502, John Wall Pass,VIC,Australia,7
2519,90880, Donald Lane,NSW,Australia,9
3141,48007, Lakewood Hill,VIC,Australia,10
2220,039, Havey Alley,NSW,Australia,9
4055,32798, Melby Center,QLD,Australia,8
4034,0250, Onsgard Center,QLD,Australia,7
2200,121, Anniversary Lane,NSW,Australia,9
2021,0, Warrior Alley,NSW,Australia,10
2486,5323, Chive Avenue,NSW,Australia,7
2565,63663, Darwin Crossing,NSW,Australia,10
2454,16, Hansons Hill,NSW,Australia,7
4170,64, Quincy Alley,QLD,Australia,9
3201,541, Ramsey Alley,VIC,Australia,7
2224,9890, Macpherson Drive,NSW,Australia,10
3138,40, Erie Plaza,VIC,Australia,9
2121,8, Clarendon Circle,NSW,Australia,11
2151,55152, Delaware Park,NSW,Australia,10
2166,09, Mitchell Terrace,NSW,Australia,9
2745,49956, Hovde Crossing,NSW,Australia,9
2017,1, Glacier Hill Parkway,NSW,Australia,8
3155,4527, Farmco Place,VIC,Australia,8
4215,88, Rutledge Crossing,QLD,Australia,7
3027,398, Butternut Place,VIC,Australia,7
3138,13, Marcy Alley,VIC,Australia,8
2326,62, John Wall Lane,NSW,Australia,1
4655,2346, Dawn Terrace,QLD,Australia,3
3690,8, Erie Center,VIC,Australia,2
2040,040, Brown Trail,NSW,Australia,12
3072,94850, Moland Street,VIC,Australia,9
3756,3, Tomscot Place,VIC,Australia,4
2085,06, Kipling Circle,NSW,Australia,10
4161,9632, Katie Avenue,QLD,Australia,7
2756,390, Wayridge Plaza,NSW,Australia,9
2147,55, Gateway Trail,NSW,Australia,9
2642,26, Randy Road,NSW,Australia,2
2074,31435, Surrey Court,NSW,Australia,11
3165,9200, Continental Center,VIC,Australia,10
2196,696, Harbort Junction,NSW,Australia,10
2320,71, Hayes Circle,NSW,Australia,7
3173,6, Michigan Park,VIC,Australia,9
2150,6735, Katie Way,NSW,Australia,7
3085,7, Kingsford Parkway,VIC,Australia,9
4205,69, Huxley Lane,QLD,Australia,3
3936,10, Hauk Point,VIC,Australia,9
4280,1, Jenifer Court,QLD,Australia,4
3995,2, Gateway Drive,VIC,Australia,2
2519,081, Oakridge Street,NSW,Australia,10
4870,40252, Springs Park,QLD,Australia,9
2077,6590, Fremont Avenue,NSW,Australia,8
3977,972, Lake View Terrace,VIC,Australia,7
2031,8, Havey Alley,NSW,Australia,8
3796,05600, Lien Plaza,VIC,Australia,8
4208,08, Roth Hill,QLD,Australia,7
4130,842, Texas Crossing,QLD,Australia,7
2767,020, Bartillon Park,NSW,Australia,8
2071,778, ,NSW,Australia,9
4122,60595, Northport Court,QLD,Australia,8
4022,220, American Ash Road,QLD,Australia,6
2153,378, Maple Pass,NSW,Australia,10
2075,41141, Cascade Hill,NSW,Australia,9
2821,66, Sunfield Road,NSW,Australia,1
3620,43, South Pass,VIC,Australia,2
4053,182, Homewood Plaza,QLD,Australia,7
3024,96, Hermina Terrace,VIC,Australia,5
3083,68486, Anderson Alley,VIC,Australia,8
2065,4, Farragut Center,NSW,Australia,12
3079,7858, Sauthoff Crossing,VIC,Australia,11
4869,050, Monterey Street,QLD,Australia,3
2122,743, Karstens Point,NSW,Australia,11
4390,26710, Express Trail,QLD,Australia,7
2122,17, Nevada Drive,NSW,Australia,11
4503,8200, Dapin Drive,QLD,Australia,4
2477,423, Mcbride Place,NSW,Australia,7
2029,580, Blaine Center,NSW,Australia,10
4055,11, Crescent Oaks Junction,QLD,Australia,8
4030,7198, Rowland Street,QLD,Australia,9
2021,93723, Old Gate Hill,NSW,Australia,9
3083,50506, Buhler Terrace,VIC,Australia,8
2154,5, Iowa Road,NSW,Australia,11
3977,97, Sunnyside Junction,VIC,Australia,7
3108,37363, Morning Park,VIC,Australia,7
2880,751, Cordelia Terrace,NSW,Australia,1
3012,2, Del Sol Circle,VIC,Australia,1
3029,864, Scoville Plaza,VIC,Australia,5
3085,7, Bayside Point,VIC,Australia,8
3070,78258, Hanover Plaza,VIC,Australia,10
3023,44, Service Alley,VIC,Australia,7
3141,12, Quincy Lane,VIC,Australia,8
3169,322, Garrison Way,VIC,Australia,9
3199,1, Roth Pass,VIC,Australia,4
2527,225, Dexter Crossing,NSW,Australia,8
2306,8, Rockefeller Lane,NSW,Australia,4
3793,9, Dixon Crossing,VIC,Australia,7
2760,3, Pepper Wood Point,NSW,Australia,8
4011,7574, Onsgard Drive,QLD,Australia,7
3168,683, Scoville Park,VIC,Australia,8
3915,11, Erie Hill,VIC,Australia,7
3083,655, Chive Pass,VIC,Australia,9
2145,623, Carberry Way,NSW,Australia,8
4007,9, Nevada Pass,QLD,Australia,12
3350,3897, Oxford Pass,VIC,Australia,5
3029,9468, Vidon Way,VIC,Australia,7
2325,49, Surrey Pass,NSW,Australia,4
4300,7, Holy Cross Lane,QLD,Australia,5
2193,11, Mifflin Junction,NSW,Australia,10
2089,21498, Springs Point,NSW,Australia,12
2170,888, Warrior Avenue,NSW,Australia,8
4701,50602, Katie Lane,QLD,Australia,6
3128,463, Merry Center,VIC,Australia,10
4031,7798, Westport Trail,QLD,Australia,9
2322,6416, Grover Street,NSW,Australia,7
2093,5, Stone Corner Parkway,NSW,Australia,9
4740,12357, Arapahoe Parkway,QLD,Australia,3
4075,056, Petterle Drive,QLD,Australia,4
2745,4591, Del Sol Court,NSW,Australia,8
4221,2558, Morningstar Center,QLD,Australia,8
2135,15566, Waxwing Place,NSW,Australia,9
2204,8, Marquette Court,NSW,Australia,11
3038,7, Pepper Wood Crossing,VIC,Australia,8
2095,3, Myrtle Pass,NSW,Australia,12
2869,04449, Drewry Junction,NSW,Australia,4
3175,14860, Clove Drive,VIC,Australia,5
2170,65973, Morrow Alley,NSW,Australia,9
3068,54, Bonner Drive,VIC,Australia,10
2226,563, Sundown Point,NSW,Australia,10
3616,1, Toban Crossing,VIC,Australia,3
3175,8551, Mayfield Court,VIC,Australia,12
2120,6030, South Drive,NSW,Australia,10
2074,7917, Norway Maple Way,NSW,Australia,11
4750,5, Coolidge Avenue,QLD,Australia,2
2021,9398, Declaration Circle,NSW,Australia,7
4105,31601, Birchwood Court,QLD,Australia,8
2170,07803, Dexter Pass,NSW,Australia,9
2113,9, Hallows Circle,NSW,Australia,11
4350,5718, John Wall Plaza,QLD,Australia,1
2099,011, Lotheville Junction,NSW,Australia,10
2759,60, Cordelia Parkway,NSW,Australia,8
3057,34748, Charing Cross Point,VIC,Australia,10
3059,2094, Bunting Junction,VIC,Australia,9
3977,1, Fairview Park,VIC,Australia,7
2086,4380, Rusk Terrace,NSW,Australia,11
2770,6, Cascade Trail,NSW,Australia,9
2075,8107, Coolidge Pass,NSW,Australia,12
3153,4171, Beilfuss Street,VIC,Australia,8
2113,48333, Waywood Road,NSW,Australia,11
2042,6, Golf Center,NSW,Australia,10
2130,5847, Bunting Alley,NSW,Australia,11
3350,9, Fisk Point,VIC,Australia,4
3810,133, Quincy Avenue,VIC,Australia,4
2154,85, Carioca Drive,NSW,Australia,11
3213,50, Declaration Junction,VIC,Australia,6
3064,3, Maple Place,VIC,Australia,7
3153,402, Clyde Gallagher Terrace,VIC,Australia,6
2176,08, Upham Place,NSW,Australia,9
2280,6039, Columbus Court,NSW,Australia,8
2017,6406, Parkside Hill,NSW,Australia,9
3130,5, Larry Terrace,VIC,Australia,10
4122,0, Sachs Circle,QLD,Australia,8
2204,873, Ludington Plaza,NSW,Australia,10
2170,518, Donald Street,NSW,Australia,9
4740,1172, Mesta Center,QLD,Australia,2
2062,7216, American Ash Place,NSW,Australia,12
4124,24965, Mitchell Center,QLD,Australia,6
2295,43, Eagle Crest Parkway,NSW,Australia,8
4343,4, Tomscot Alley,QLD,Australia,7
4505,83, Graedel Court,QLD,Australia,2
2768,81, Westerfield Point,NSW,Australia,10
2200,257, Ruskin Crossing,NSW,Australia,10
3862,6, North Court,VIC,Australia,7
2010,59, Coolidge Hill,NSW,Australia,9
3137,64, Nancy Plaza,VIC,Australia,7
2880,2, Donald Crossing,NSW,Australia,1
3029,88389, Schiller Drive,VIC,Australia,7
3109,88, Michigan Junction,VIC,Australia,10
2042,6, Ludington Place,NSW,Australia,11
2094,624, Harper Way,NSW,Australia,10
4213,15991, Saint Paul Road,QLD,Australia,7
3155,4, Mayfield Center,VIC,Australia,9
2870,0421, Anthes Court,NSW,Australia,2
2763,18118, Maple Wood Crossing,NSW,Australia,9
3337,973, Menomonie Hill,VIC,Australia,4
4300,282, Monterey Circle,QLD,Australia,6
2770,14, Warbler Hill,NSW,Australia,8
2030,75106, Oriole Junction,NSW,Australia,12
3219,11, Hermina Junction,VIC,Australia,3
2220,42, Oxford Circle,NSW,Australia,11
2020,1520, Summerview Road,NSW,Australia,10
2000,54, Hermina Road,NSW,Australia,12
4820,3732, Linden Avenue,QLD,Australia,1
4820,6043, Badeau Place,QLD,Australia,1
4209,6933, Leroy Parkway,QLD,Australia,4
2775,2, Homewood Center,NSW,Australia,6
3610,38, Jackson Lane,VIC,Australia,3
2107,322, Namekagon Trail,NSW,Australia,11
2030,411, Anthes Circle,NSW,Australia,12
2281,6956, Clyde Gallagher Park,NSW,Australia,9
3228,12061, Rowland Alley,VIC,Australia,8
2093,21230, Tomscot Lane,NSW,Australia,12
4370,7, Clemons Drive,QLD,Australia,2
4300,7353, Thierer Road,QLD,Australia,2
3071,75, Logan Place,VIC,Australia,10
2880,8530, Darwin Street,NSW,Australia,1
3196,9, Brown Pass,VIC,Australia,9
2200,736, Ohio Court,NSW,Australia,10
4214,17, Springs Center,QLD,Australia,7
3056,29863, Waxwing Court,VIC,Australia,5
2205,9229, Division Park,NSW,Australia,8
3161,88, Morningstar Pass,VIC,Australia,10
4102,45, Talisman Pass,QLD,Australia,4
3121,73, Burrows Court,VIC,Australia,8
4207,5, Sachs Terrace,QLD,Australia,4
2160,2170, Schiller Alley,NSW,Australia,9
3181,20, Alpine Circle,VIC,Australia,7
2173,435, Kennedy Circle,NSW,Australia,10
2176,7330, Helena Pass,NSW,Australia,9
4154,2, Lillian Alley,QLD,Australia,9
4825,8, Village Street,QLD,Australia,5
2300,62551, Del Mar Avenue,NSW,Australia,6
2766,297, Kinsman Park,NSW,Australia,9
2144,63493, Erie Place,NSW,Australia,7
3677,3, Weeping Birch Plaza,VIC,Australia,2
2564,2, Roxbury Place,NSW,Australia,8
4670,7234, Dawn Alley,QLD,Australia,1
2076,01, Nevada Alley,NSW,Australia,12
4165,805, Division Plaza,QLD,Australia,4
2047,42554, Randy Road,NSW,Australia,12
2060,25460, Buell Avenue,NSW,Australia,10
2160,000, Boyd Center,NSW,Australia,8
2216,2782, Stephen Trail,NSW,Australia,10
2121,7, Charing Cross Hill,NSW,Australia,9
4213,08, Arapahoe Alley,QLD,Australia,9
3082,158, Utah Court,VIC,Australia,8
3146,00, Magdeline Way,VIC,Australia,11
3977,2, Roxbury Pass,VIC,Australia,5
3799,602, Haas Drive,VIC,Australia,3
3129,40, Sauthoff Circle,VIC,Australia,10
3786,48, Rockefeller Court,VIC,Australia,8
4061,59504, Drewry Park,QLD,Australia,8
2088,31, Dovetail Trail,NSW,Australia,9
2705,367, Talmadge Way,NSW,Australia,1
2261,513, Hauk Street,NSW,Australia,9
2291,72728, Ruskin Way,NSW,Australia,6
3134,024, Onsgard Alley,VIC,Australia,9
3196,10097, Hooker Way,VIC,Australia,8
3021,312, Swallow Place,VIC,Australia,7
2131,28, Superior Center,NSW,Australia,11
2093,0, Weeping Birch Plaza,NSW,Australia,12
2019,06, Northwestern Center,NSW,Australia,10
3174,01716, ,VIC,Australia,8
2191,0162, Grim Circle,NSW,Australia,10
4055,7, Eggendart Hill,QLD,Australia,8
2147,375, Luster Parkway,NSW,Australia,9
2120,2, Monterey Terrace,NSW,Australia,9
3205,851, Meadow Valley Place,VIC,Australia,10
2142,6851, Orin Parkway,NSW,Australia,10
2880,73, Glacier Hill Drive,NSW,Australia,1
3028,59364, Huxley Drive,VIC,Australia,5
2100,91, Charing Cross Way,NSW,Australia,11
4014,80269, Southridge Park,QLD,Australia,6
2096,5, Northland Plaza,NSW,Australia,9
3015,02181, Starling Trail,VIC,Australia,10
4178,097, Gulseth Lane,QLD,Australia,8
4870,0, Ronald Regan Way,QLD,Australia,1
2049,1351, Lunder Road,NSW,Australia,10
3029,7181, Dakota Trail,VIC,Australia,5
2217,5767, Thierer Road,NSW,Australia,8
2160,687, Almo Crossing,NSW,Australia,10
2539,31414, Superior Park,NSW,Australia,7
2285,1, Village Green Circle,NSW,Australia,7
3155,2, Starling Pass,VIC,Australia,7
3131,182, Thierer Pass,VIC,Australia,12
2713,7, Barnett Road,NSW,Australia,1
4125,33792, Burrows Plaza,QLD,Australia,7
4118,00283, Loftsgordon Center,QLD,Australia,5
2226,8, Garrison Trail,NSW,Australia,10
2155,618, Chinook Way,NSW,Australia,10
3094,9, Ronald Regan Center,VIC,Australia,9
3806,40047, Twin Pines Parkway,VIC,Australia,8
3122,5, Anhalt Court,VIC,Australia,7
2750,3047, Spenser Pass,NSW,Australia,8
2226,0, Walton Court,NSW,Australia,9
2850,5356, Ruskin Place,NSW,Australia,3
2820,321, Glendale Center,NSW,Australia,1
2060,6414, Hanover Avenue,NSW,Australia,12
3500,373, Cordelia Trail,VIC,Australia,1
4173,31, International Pass,QLD,Australia,7
3174,82, Warrior Hill,VIC,Australia,8
3149,989, Waubesa Circle,VIC,Australia,11
4301,400, Petterle Crossing,QLD,Australia,3
2153,34, Calypso Court,NSW,Australia,10
3073,7, Summerview Parkway,VIC,Australia,6
2830,9479, Tony Junction,NSW,Australia,7
3037,05988, Sundown Parkway,VIC,Australia,8
2221,04036, Kennedy Trail,NSW,Australia,12
3034,0, Reinke Lane,VIC,Australia,9
2295,1, Rigney Circle,NSW,Australia,8
2380,0063, Walton Junction,NSW,Australia,3
3043,672, Crowley Place,VIC,Australia,8
3352,59531, Barnett Pass,VIC,Australia,4
4868,8, Becker Drive,QLD,Australia,4
3021,82591, Fallview Hill,VIC,Australia,8
2147,6691, Lindbergh Drive,NSW,Australia,9
2120,29279, Hazelcrest Junction,NSW,Australia,10
4207,21, Sugar Place,QLD,Australia,3
2340,4233, Service Avenue,NSW,Australia,5
2210,46, Stone Corner Avenue,NSW,Australia,10
4272,12, Kings Hill,QLD,Australia,9
4151,393, Dexter Junction,QLD,Australia,9
4670,757, Debs Avenue,QLD,Australia,4
2154,613, Emmet Junction,NSW,Australia,11
3226,8828, North Crossing,VIC,Australia,8
2096,7, Center Circle,NSW,Australia,9
4113,654, Logan Plaza,QLD,Australia,10
3051,33, Almo Terrace,VIC,Australia,10
2196,6, Reindahl Hill,NSW,Australia,9
3634,785, Crest Line Hill,VIC,Australia,1
2027,78, Bowman Court,NSW,Australia,11
2076,7, Jackson Court,NSW,Australia,10
2095,6221, Monica Plaza,NSW,Australia,12
3079,6, ,VIC,Australia,11
4350,682, Claremont Circle,QLD,Australia,6
2230,7, Weeping Birch Alley,NSW,Australia,12
4304,9, Maywood Point,QLD,Australia,3
3121,176, Sutteridge Alley,VIC,Australia,11
2230,6814, Haas Place,NSW,Australia,7
2640,75, Longview Terrace,NSW,Australia,3
3803,7279, Steensland Circle,VIC,Australia,7
4515,06, Lake View Plaza,QLD,Australia,1
2153,1, Michigan Way,NSW,Australia,10
2101,8863, Maywood Court,NSW,Australia,11
2261,3, Roxbury Street,NSW,Australia,7
2880,90, Westerfield Street,NSW,Australia,1
3095,416, Hayes Trail,VIC,Australia,9
2300,70980, Washington Parkway,NSW,Australia,10
3223,00, ,VIC,Australia,7
4069,54613, Service Court,QLD,Australia,8
4216,93, Vera Parkway,QLD,Australia,5
4519,3, Butterfield Trail,QLD,Australia,6
2620,22976, Moose Place,NSW,Australia,8
2548,8934, Havey Plaza,NSW,Australia,8
3146,30011, Manufacturers Hill,VIC,Australia,9
2136,42293, Banding Plaza,NSW,Australia,10
2099,62, Tennyson Way,NSW,Australia,11
2126,3609, Shelley Road,NSW,Australia,10
3195,82, Dahle Crossing,VIC,Australia,10
3021,2986, Holmberg Circle,VIC,Australia,9
2090,3, Monument Crossing,NSW,Australia,10
2033,35, Chive Alley,NSW,Australia,10
2767,1, Dayton Park,NSW,Australia,9
2171,2565, Caliangt Point,NSW,Australia,9
3976,96, Delladonna Trail,VIC,Australia,5
3012,3, Nova Point,VIC,Australia,4
4073,310, Stephen Terrace,QLD,Australia,9
2100,9491, Green Ridge Terrace,NSW,Australia,10
2119,16, Carberry Pass,NSW,Australia,11
2155,12, Elgar Place,NSW,Australia,10
2122,8749, Menomonie Point,NSW,Australia,11
3195,18072, American Parkway,VIC,Australia,10
2022,5854, Weeping Birch Avenue,NSW,Australia,10
2194,2, Clarendon Point,NSW,Australia,7
3555,88979, Hazelcrest Way,VIC,Australia,3
3195,7555, Springview Crossing,VIC,Australia,10
3031,04240, Prentice Plaza,VIC,Australia,9
2700,35280, Harper Junction,NSW,Australia,2
3340,08479, Hazelcrest Street,VIC,Australia,4
2019,70, Oakridge Pass,NSW,Australia,10
2035,56873, Buena Vista Crossing,NSW,Australia,9
3155,7, Rieder Street,VIC,Australia,7
4825,3528, Granby Circle,QLD,Australia,5
2152,16, Vahlen Trail,NSW,Australia,10
4121,977, Arapahoe Trail,QLD,Australia,8
2211,31331, Old Shore Crossing,NSW,Australia,8
2470,51757, Weeping Birch Center,NSW,Australia,5
2071,25, Schurz Avenue,NSW,Australia,12
2101,92045, Magdeline Street,NSW,Australia,11
2095,0129, Hollow Ridge Crossing,NSW,Australia,11
2194,56, Anderson Alley,NSW,Australia,10
2471,528, Golf View Plaza,NSW,Australia,2
4812,474, Farragut Way,QLD,Australia,3
2774,1, Schiller Place,NSW,Australia,9
3123,55497, Warrior Alley,VIC,Australia,9
2145,6, Moulton Point,NSW,Australia,10
2294,6, Rockefeller Lane,NSW,Australia,7
2007,05759, Ridge Oak Trail,NSW,Australia,8
2147,75, Grim Circle,NSW,Australia,10
3978,88, Bunting Hill,VIC,Australia,6
2705,7547, Garrison Alley,NSW,Australia,5
3305,3605, Vidon Hill,VIC,Australia,1
2575,0485, Petterle Terrace,NSW,Australia,6
3072,97461, Drewry Trail,VIC,Australia,10
2250,6736, Anthes Junction,NSW,Australia,7
2198,9, Tennyson Center,NSW,Australia,9
4509,9594, Brown Junction,QLD,Australia,7
4061,64, Macpherson Junction,QLD,Australia,8
2136,0, Heath Point,NSW,Australia,9
4670,1, Chive Trail,QLD,Australia,2
4304,34976, Lindbergh Hill,QLD,Australia,4
4350,266, Little Fleur Street,QLD,Australia,4
3046,005, Bunker Hill Lane,VIC,Australia,9
2097,792, Maple Trail,NSW,Australia,12
3065,71, Moulton Drive,VIC,Australia,10
3023,033, Maryland Plaza,VIC,Australia,8
2508,360, Green Ridge Junction,NSW,Australia,9
2745,870, Bluestem Hill,NSW,Australia,8
4680,392, Grim Pass,QLD,Australia,6
2778,38792, Calypso Crossing,NSW,Australia,7
3125,92, Mallard Court,VIC,Australia,10
2101,37, Summerview Park,NSW,Australia,11
2076,3, Shasta Way,NSW,Australia,12
3182,45, Redwing Road,VIC,Australia,12
4730,41, Northridge Road,QLD,Australia,4
4155,459, Meadow Valley Junction,QLD,Australia,10
4215,276, Coolidge Plaza,QLD,Australia,7
4505,4, Dexter Park,QLD,Australia,2
4000,0800, Donald Hill,QLD,Australia,7
2204,4301, Haas Junction,NSW,Australia,9
4074,0185, Fremont Alley,QLD,Australia,7
2065,85476, Shasta Park,NSW,Australia,12
2072,4888, Hoepker Plaza,NSW,Australia,12
2570,77, Green Court,NSW,Australia,9
4225,22344, Reinke Pass,QLD,Australia,5
4179,588, Menomonie Way,QLD,Australia,9
